time,DEF_OSBS,DEF_TALL,DEF_ORNL,FLUXCOM_OSBS,FLUXCOM_TALL,FLUXCOM_ORNL,MODIS_OSBS,MODIS_TALL,MODIS_ORNL,GOSIF_OSBS,GOSIF_TALL,GOSIF_ORNL,ORNL_OSBS,ORNL_TALL,CAL_ORNL,CAL_OSBS,OSBS_TALL,OSBS_ORNL,TALL_OSBS,CAL_TALL,TALL_ORNL
2002-01-01,3.479594381091332,1.6252709832537795,0.9032327142329213,1.1979328,0.6330749,0.22879188,1.6128655332529782,0.8601340967705797,0.5829543698448963,1.9662923893905866,1.0450653275707125,0.7762549554866586,3.3327155810515503,1.5346082815068613,0.9736838661879683,2.633797326524655,1.4363395693705698,0.34212480615076135,2.361913405141232,1.0726773562572092,0.5150539146171157
2002-02-01,4.069833936363277,1.6979842285340672,0.9506972729053533,1.4381106,0.6279507,0.20997156,2.0476742725694193,1.1094076023104427,0.8123138234618587,2.2213302852674786,1.2657937816837266,0.982888147864456,4.011227874205058,1.674241710814698,0.9533279889718904,3.5555879373827217,1.5014387720245406,0.2676422431511876,3.0471349801942194,1.1253579192209404,0.3173947269706407
2002-03-01,4.628077201507289,2.0563651863087262,1.190415947591672,1.7643068,0.95923316,0.44461796,3.0662084396212603,2.0071265287784756,1.601896321196506,3.3364771689897217,1.879402576938602,1.4471986494687665,4.49220221507191,2.0241917248299894,1.1695474455408839,4.12748959943228,1.8213116740404176,0.37172991071930694,3.3943373125045437,1.3456084268960413,0.43990016090231243
2002-04-01,6.7345746062870155,3.2716709762767358,2.4039581570190784,3.0768347,2.0898507,1.3830866,5.6700710356032555,4.754798914413101,4.1726882543059975,5.763319550689858,4.828112779765005,3.8871606320538206,6.771943708250624,3.2850612715851546,2.4355265663209904,6.366386606737184,2.7402094881632717,0.8441434143431701,5.398245516664532,2.230788941007796,1.2546318518347128
2002-05-01,7.377876352108914,4.886249947922405,5.408280231256582,4.5005116,4.674913,4.170379,7.286329428726737,8.069861328726514,8.238459359860181,7.513642077083953,8.811742627473155,9.731379919806292,7.705806131849013,4.780835898407525,4.582815050732182,6.763469777569828,4.091165080656105,2.068788849380902,6.100358754302242,3.5037840376856786,2.9407364924534143
2002-06-01,7.287954553708369,7.247097707836844,10.265947864405996,5.130752,6.8811045,7.921792,7.77504845274164,9.073564737652127,10.694387253077767,7.617775701374287,9.158549000893277,11.255580278014605,8.095495361778545,6.451337277319859,8.041124061677488,5.521949530993003,5.580450918767519,5.103285346661003,5.76403098823901,5.293864724695012,6.7727400303657355
2002-07-01,7.730901173568606,8.078329761551583,11.358931402885988,6.0951476,7.6690683,9.443651,7.952894378049161,9.228436698645295,11.316178867992635,7.727492961195711,8.630661444011698,10.468627314109476,8.296212565820444,7.233490765714512,9.221148586240064,5.637481802227719,5.838762146003304,6.164937474102556,5.618110461478846,5.944463813166752,7.893850281251854
2002-08-01,8.654216235835401,7.610002925005514,10.352585973527956,6.623103,7.3219595,9.405494,7.431561257052333,8.047700096345237,9.62279899906088,7.424834799575117,7.8421680100902895,9.09226953814857,8.541272544809479,6.782693644606083,8.308538388183242,6.582294148295649,5.036906207447495,5.746352999818775,6.23792383431273,5.429840823963064,7.364272047972861
2002-09-01,7.9858195260958444,6.757551018435898,7.55579096664907,5.8628798,5.6870527,7.101893,6.069914106067511,5.621127668677036,6.443798976732831,6.601032621508187,5.991900578383272,6.599531739285752,7.792603767559446,6.081944173583344,6.931977492208793,5.99930287724296,3.6419772722034156,4.709204274764118,5.710206420023769,4.368618430187726,6.249228367601036
2002-10-01,7.200213512325171,5.1631144434603975,4.443419547932836,4.98005,3.898812,4.3578367,4.326894729060893,3.4768858234300537,4.194098114518506,5.185986945959058,3.8041097004848194,4.120648498383807,6.964193176357345,4.775301557098263,4.7195405991092345,6.357575090490691,2.807723282907113,3.1832097595350803,5.449340760654942,3.2824923466611207,4.364274863877482
2002-11-01,6.139282534770648,3.908754725456211,4.548142738247257,3.6230564,2.4668884,2.1629047,2.8829357388690595,1.714381669562102,1.7082519426589844,3.1003434169541957,1.885443150709942,1.584515254820713,5.793099994784377,3.312059609494593,3.228886452814706,6.354279427454863,2.9249842128532877,2.1575190285042565,4.998047333975025,2.659290023838315,3.168295504342896
2002-12-01,4.486948583664764,2.0314141280820883,1.3816499255165118,2.187815,1.1224394,0.6644281,1.931817711942525,0.9864518759419758,0.8085137835964538,2.0945696517113483,1.0878081179188912,0.800997890504328,4.194549608898368,1.8874654749339372,1.3294985271513553,4.707659372971415,1.729630323697515,0.4980297233631714,3.5867646562370714,1.3248876189770733,0.7231855394627795
2003-01-01,3.8665059339365984,1.6037163646878034,0.9121128126086457,1.6134436,0.580443,0.24465357,1.7054152796314455,0.8890061399305674,0.6505583819496913,1.9438779500642902,1.0038715837758925,0.6692302346053157,3.663890215767322,1.5478035590456367,0.9173009937549028,3.9268191361376394,1.3455183971086946,0.2757801494849712,3.0612832136205244,1.0339974303471124,0.38791798988197773
2003-02-01,3.8988983153094576,1.5159033721017707,0.6954844087697348,1.5042155,0.5317148,0.11415731,2.0194243619761996,1.1017901215706374,0.6852263157801929,2.174743445820991,1.1326654709259563,0.7252130266308061,3.8532002130163887,1.5344685765908443,0.7218241648618362,3.873247923247162,1.2883535214325812,0.1966564294941055,3.0717205464450696,0.9648457566787412,0.2436563254006565
2003-03-01,5.317941130720986,1.9175192226669122,0.4694037213799579,1.855659,0.851508,0.36871427,3.6316024208162987,2.2654820936234747,1.8115773105202155,3.516927502278685,2.2024277627410873,1.746131474271768,5.220728063346975,1.8693259015343389,0.4727115017426966,5.308977608721147,1.6966009881849105,0.14105015752244965,4.234579047941441,1.242700099796245,0.12796532154516052
2003-04-01,6.827626478172206,3.421354320922562,1.5433350223311257,3.4243324,2.0889692,1.4245448,5.972951104442725,5.261944583540295,4.955586769814729,5.856146455603861,5.344740017605903,4.554436600975573,6.6980753519183756,3.3427960087869253,1.6006042635804032,7.0740854191782105,2.974445488790277,0.5334688439860426,5.557592747300484,2.3483392586599505,0.6308507231616963
2003-05-01,8.44747111634233,5.232543584219256,3.707405042240008,4.8297114,4.4798555,4.090059,7.493636893295436,8.31437797577445,8.775984101373103,7.274745660014507,8.663291083473545,9.70357951625649,8.500244975881717,5.0501409599785,3.3054298119228585,8.774899810261266,4.28857095643243,1.3391349690435759,7.109061767887192,3.721491862495142,1.6623957626401813
2003-06-01,9.40040267967503,7.60661821838846,9.60825464379834,5.6267695,6.8834147,7.8413615,8.104899518985025,9.260538363728816,10.369190345435914,7.747810369076245,9.270780212136831,11.035005386797243,9.708028835633645,6.761295734356011,7.486939724670551,10.276194943819503,5.933637775178992,4.666472423363908,8.432432556361212,5.620651039751002,6.0429509060569
2003-07-01,9.64242694731694,8.28243052589057,11.392144139242124,6.840534,7.8543067,9.347672,8.227580512122406,9.431725123500765,10.835701937164014,7.812614215990443,9.02026684651715,10.666749310947617,9.826809977162332,7.463234309482644,9.15780308559071,10.29759145416871,6.598168234656397,5.9417242958306815,8.359640784546583,6.2856742923455835,7.637516741477185
2003-08-01,9.535126377003674,7.668165365115182,11.368708536221812,7.0304136,7.490457,9.553773,7.576584290644041,8.193690425639506,10.084833067509242,7.364522597873729,7.842722182761647,9.758279017174486,9.588963827580475,6.983289933543962,8.906944399722208,10.122443235351977,6.127916477261651,5.9664786923235855,8.198816363022239,5.875255133693374,7.601273260590257
2003-09-01,8.742105926366987,6.299649982752073,9.998222396274132,6.2716136,5.7899046,7.451773,5.941584858717033,5.937507838185811,7.189227152184093,6.264541392039072,6.277172759644606,7.5745020226054205,8.744619763807545,5.806376964692727,7.513630667648507,9.395654625962855,5.079554825842483,5.201422367451465,7.537463184182,4.855621593518286,6.648822005084975
2003-10-01,7.608028421262847,5.643782761291605,8.419727383154909,4.844136,4.1172824,4.6474743,4.015258665238639,3.419944519299977,3.340985912383447,4.660922175502175,3.9775674060753237,3.7033874887540064,7.423250931980701,4.857906516184866,5.904506018899858,8.056863168344998,4.239230561325325,4.094807965289954,6.663339327162717,4.129886174861532,5.4331151730583045
2003-11-01,6.477038933021955,4.615948922733376,6.002911870714595,2.985233,2.1065829,2.0177433,2.7008460227028355,1.8025426862524483,1.4501188643710714,3.406961749694662,2.149467693256284,1.626701439335346,6.211148842043679,3.89892252744821,4.204110893940348,6.367455173878885,2.8899850026533653,2.6418675129798097,5.520180530143598,3.0297885085401557,3.7303458897846764
2003-12-01,5.047277750252337,2.315462258881809,1.7835307556182145,1.7958598,0.9207986,0.62795556,1.8702707783456052,1.0289933382850989,0.8682761875278225,2.1156023625982567,1.1659279651875343,0.8500884395770313,4.781517775381228,2.159387251338604,1.646621224863079,4.9186814208862675,1.5633249913541836,0.5946895993795107,4.260199349871761,1.484779819869248,0.9308612152164296
2004-01-01,3.9666013741044956,1.655666017010956,0.9425693612651928,1.3122741,0.5869695,0.23975001,1.647593445325355,0.854822550562573,0.633022284386235,1.875796618015329,1.0060981611642548,0.7223361791710827,3.8204617494863555,1.6223801679118053,0.9440617245335817,3.65377011272906,1.3122767177529082,0.27361666094869447,3.337213471504752,1.0766339242165293,0.4255263325343547
2004-02-01,3.9612469282166676,1.6523130626590665,0.8791509612123186,1.2260844,0.5702069,0.14857157,1.9915579501495273,0.9961284857009103,0.7079208117267545,2.074607983680208,1.0838374063184653,0.8013769771514779,3.872187061424546,1.6421900073779991,0.9284007043421718,3.468823401848579,1.3340798017598008,0.2437539644546368,3.3263616929915316,1.06888218997924,0.353310429566179
2004-03-01,4.839905806769057,1.9634207350125228,0.6649033144205982,2.0156224,0.9375829,0.4347221,3.2557290660693186,2.1632415535848186,1.6504860434295638,3.4592518204296105,2.2932972889061527,1.6237254989242482,4.69099718271825,1.9437955216927916,0.691401871246205,4.5786446573487956,1.6298804307221695,0.16570804330884517,3.8068158456342105,1.2421211213730972,0.15543937604115263
2004-04-01,7.17444882832229,3.3789473121773304,1.8216184651317933,3.0449955,2.1559973,1.4107043,5.692251364898359,5.209439672569035,4.504892623951308,5.680894221649212,5.1481519861363685,3.974335729699726,7.160266814947605,3.320396085493562,1.6906526459516504,6.858408125548598,2.9590882463900114,0.5302290962415739,5.95881522167782,2.409043142776774,0.651658561143146
2004-05-01,8.191060181107714,5.387872455731956,4.937503434758229,4.2144423,4.5703607,4.160536,7.555370714988996,8.461817244720935,9.06970740216843,7.327881312006253,8.688042768506198,9.915821738484881,8.362579788456102,5.056658956712121,3.8816778341813705,6.82030019125122,3.9158966882660957,1.5569250729873163,7.072272435046723,3.7154772325182206,2.0182404115135837
2004-06-01,8.772957174497808,7.738092875159536,11.009954927854448,5.515251,6.8087044,8.009602,8.202635635049766,9.780769721273938,11.192097653818008,7.682119853502658,9.240814189551847,11.79583809866321,9.350395148781528,6.975104907910032,8.300678509311426,7.261606995446013,5.510644462487714,5.369631574326264,7.66753765774897,5.746959588044703,6.97615814598801
2004-07-01,9.060815785355611,8.067832084511288,11.75129408650842,6.7541366,7.9920926,9.470648,8.26562535200285,9.853175172672977,11.534207150945145,7.937408081845158,9.33746882142832,11.308147600006102,9.74611072722373,7.18979637693033,8.972521902924944,8.38006725718363,5.901317727734685,6.0443408138595105,7.789033406384546,5.95286632430048,7.802050266159538
2004-08-01,9.471551743096116,7.986017678212321,11.557182235525326,6.834823,7.6291814,9.45623,7.540115162320296,8.509157126376435,10.0070749804377,7.405417183262177,8.640449207654637,10.621143899829093,9.591806705460636,7.197194657892755,8.791839854470902,7.422289836573514,5.516623147764263,5.953030347611472,7.306203742446787,5.754966089334042,7.662689426122392
2004-09-01,8.769425459311888,7.185387455245398,10.251378596585386,5.8719893,5.7028403,7.2836747,5.937782047887032,5.717429576086178,6.857063764437391,6.308515118502197,6.162685213033454,7.145822500932094,8.731283087470057,6.515888297530403,7.798180694814661,6.701678197676919,4.3790629251417545,5.2140672307735185,6.294048712230898,4.851269815368649,6.856257552564966
2004-10-01,7.903847862690421,5.502157667916096,8.307738854990617,4.7100215,3.7151759,4.509996,4.143082967582713,3.13839375542052,3.286307008329859,5.008789001152959,3.832579363219612,3.6243272631692425,7.625805583487511,5.316452463617833,6.134778944773686,6.853393569860516,3.563641944180382,4.292385835191069,6.102766252031797,3.9330945092315295,5.7124310136011545
2004-11-01,6.616946847434086,4.008045166381329,5.886074260620666,3.1011553,2.1250618,1.9239533,2.8828441928831157,1.9659029635292173,1.5260125738665604,3.402539775881789,2.0594804643309126,1.580687484596944,6.274606688757112,3.767319087980557,4.324864670507384,5.765369762838449,2.890226778577687,2.824585947452952,5.032924918422387,2.8993276040169724,4.030608478326337
2004-12-01,5.050464861637792,2.1614335691553306,1.5872786958777336,1.8537706,1.1994842,0.6841675,2.0384112882887333,1.0936029125015672,0.8999328626279403,2.233110848467426,1.1833882198384746,0.8652787428545838,4.719131820947182,1.990243332553244,1.5300178482519178,4.585265154302245,1.7666401897674366,0.5293783558962672,3.9036061211057858,1.441087785386909,0.8859693733473502
2005-01-01,3.95789393277299,1.6191925567790957,0.958999639006097,1.3925326,0.6040038,0.23308648,1.7524105110809542,0.8991319626330045,0.6487176677237698,2.109382877027598,1.0737446715008963,0.7897099798596673,3.7968888799074567,1.5759993111776667,0.9392363836271264,3.7401424513725328,1.3929675556642238,0.28923272610227285,3.150548308982247,1.0877321999777523,0.4400114986796434
2005-02-01,4.378240791234643,1.8170250306196833,1.0566722551101946,1.342658,0.60931337,0.19696555,2.0347800520536263,1.1342101362034442,0.7659322775548082,2.2472365691756564,1.2989926567228083,0.864891065659509,4.235858592120959,1.769009836552778,1.0262958311367194,4.194260968488957,1.5573950182835856,0.3086228766530204,3.5107126022372985,1.21324312422254,0.3884805326307231
2005-03-01,5.204300793362473,2.3796918555504316,1.0972287282040767,1.7187626,0.9886417,0.44940788,3.0627663051416527,2.0182509623048484,1.4043804665177324,3.043609870492003,1.984659961714264,1.3120312986510905,5.1071536659731995,2.2756994592027815,1.0667492035323625,4.949906374160657,1.9817253742546983,0.32191189792873276,4.119324036433851,1.5327421895172528,0.3465063360942957
2005-04-01,6.854588648014399,3.321200915213416,1.7800789126855254,3.2661119,2.0394015,1.2983557,5.574834300714404,5.082059583791674,4.40014676446444,5.521610699294362,5.2400705030582495,3.805407738591892,6.80365239541187,3.2132677566196954,1.7954620410752296,6.598880728338169,2.702902501877447,0.5259617921749637,5.490993840478983,2.174652908611892,0.7142105894368468
2005-05-01,8.672863714164395,5.454382066179726,5.233418324672972,5.013654,4.680791,4.1262,7.416903092068101,8.287931822975144,8.06889082998724,7.34062123161636,9.054821728258387,9.619797509711631,8.668637716173553,5.024361113158099,4.16020988062299,8.580248802247514,4.171839458710383,1.873587192100977,7.158147301311951,3.6513837975630845,2.475208757482328
2005-06-01,9.947411880156503,7.936130643771607,11.361387309055852,5.7059097,6.6100955,7.8183994,8.150501671945882,9.711260591880361,11.057659834928135,7.905880090846805,9.482758227322725,11.366010006168771,10.186308869936115,7.165418937676665,8.642076948944396,9.42536902241676,5.998297831009735,5.484097631739135,8.500193892852442,5.759015672668863,7.189956068428194
2005-07-01,9.893938824555825,8.221030180846054,11.947971708867572,6.6469464,7.4804516,9.14056,8.15499747083006,10.07447929200133,12.092028183198206,7.844953740516514,9.030071671325297,10.831429353392348,10.066987709541573,7.5186796340121305,9.379449670115106,9.776365953636033,6.308565889587483,6.253327129336961,8.489228038358338,6.116027950883423,8.045183699411828
2005-08-01,9.426946100752607,7.290310393144526,11.175462163113982,6.7774205,7.312831,9.29895,7.670680411130163,8.391379349993601,10.073102270645709,7.466048385897542,7.866139858992735,9.397297113081184,9.807459422561843,6.965005401713149,8.56681835705377,8.801252155715703,5.3888659270179895,5.9191000052988665,7.872161768766961,5.391209036266728,7.614906421237354
2005-09-01,8.709415100974155,5.610637903233961,8.238023562247767,6.1385064,5.8471613,7.4807577,5.890193160987307,5.993043448252125,6.938425666051812,6.418142073634301,6.47446654901142,7.350784130779802,8.822490111684093,5.764224195990651,7.321657737305191,7.5507016742663895,4.206756362353967,4.827783772602541,6.922930926860137,4.359672576471153,6.586593841311653
2005-10-01,7.401176419383289,5.082713832246267,5.6020257780082225,4.4057717,3.935169,4.4481564,4.042909365035417,3.655120871765318,3.8092118658182614,4.7782717752618495,4.341443715403961,4.161320175895125,7.665732156606209,4.8546312919836065,5.809742130047838,5.485393506574308,3.6630143677060154,3.7149050573566327,5.625831649533036,3.8791073398334284,5.410116321495696
2005-11-01,5.948553116469939,3.824063221238086,3.695163309990093,2.9263034,2.0282009,1.823839,2.562630225333913,1.6334300439466876,1.3703016975173912,3.1966624001640445,2.165480942044394,1.6185398900952779,5.942161825614952,3.5898329191473417,3.448651196945376,4.552693557701683,2.3790589011993966,2.6051965734491316,4.388545502857704,2.557506929239581,3.413801073777466
2005-12-01,4.783648075103179,2.062053644598163,1.1010893403602924,1.5350391,0.72871864,0.48994958,1.8277375335884753,0.9198517328815011,0.6536741126123835,2.082836946912118,1.1477671256120363,0.7436392141558208,4.763695661481173,2.1439782891573995,1.3250821080355153,3.1360629094708368,0.9510032253167597,0.4937434743534503,3.2115237574629405,1.0453172310305259,0.8549575633650506
2006-01-01,4.003351925746232,1.4479067674336197,0.793748435269491,1.3996108,0.4419335,0.192543,1.6729123056463593,0.8639139463692224,0.6213640705506115,2.1103153581354825,1.2463929927354547,0.8365327171646303,3.7919525956275906,1.4879575439848123,0.8286564885696308,3.6750597856133407,0.9114628546653869,0.22057699090669092,3.133350998613106,0.7943207476975436,0.36310477335529173
2006-02-01,4.756878172702647,1.9212817740718926,1.2019562189151225,1.4738262,0.56192523,0.24810682,2.0279834685146207,1.0852219657657294,0.7870620764900934,2.290088012402745,1.2373889368471125,0.8724609056472067,4.523065663817125,1.8722568038430663,1.1409449250089179,4.45377230501921,1.3758679888419598,0.3481124806989326,3.8003216071886903,1.1296844273590931,0.47010962028428205
2006-03-01,5.340894840217897,2.1375418618566817,1.4565807622494464,1.9033887,0.8898976,0.41277397,3.2726135318645135,2.0600277213274447,1.6461097517747947,3.4253809222864673,2.2106393639692765,1.5765217970862275,5.163514781265475,2.104287830399143,1.4917949826355805,4.9483651377846405,1.6795787952849919,0.4192828879126364,4.1688794288283475,1.314381520155099,0.6653798171432633
2006-04-01,7.21830426167224,3.5700848487024794,2.5303697617501237,2.8925638,2.023977,1.3137629,5.624064847173204,5.364220039308189,4.562738220117273,5.633884309814387,5.479293724676225,4.2509995701252725,7.170150345707771,3.4828034691378287,2.489115330768651,6.242865106680357,2.7847894886529008,0.7450435116734978,5.570223421548008,2.293639440367491,1.1598418600570704
2006-05-01,8.323099689804227,5.898370425577386,6.7707428255340805,4.071319,4.490338,4.162304,7.258593036338177,8.426806099711076,8.481941808616078,7.231793666959957,8.862060293749597,9.932882020320623,8.778070193573003,5.417893393720641,5.301385427826635,5.549267402472704,4.351478212395814,2.5504489006387456,5.977922517969294,4.037153972037948,3.53985125918812
2006-06-01,8.327520475317053,7.489856212667799,10.643619527037616,5.3639765,6.7234964,7.811754,7.7615336441934,9.498628169024133,10.763600416560859,7.482532840559088,9.21648378074076,11.79401182316902,9.51908889905229,6.690196589540898,8.316557928785192,5.6585364297285805,5.390442978109267,5.200720083879146,5.696567848140689,5.403394378970719,6.830205901401353
2006-07-01,8.133759377632819,7.794980744217586,11.531222925303233,6.056034,7.456106,9.341102,7.802251330900009,9.457291180396474,11.484045162511327,7.510729872591709,8.374760635989494,11.082213329109297,9.406073272567856,7.348958067969919,9.157803863640936,5.575681121743695,4.4767234984956294,6.0270023023712715,5.394134416150435,5.160898762582043,7.770674078453502
2006-08-01,8.530841619269028,5.64846069497571,10.050286680686982,6.304318,6.981939,9.438916,7.205725017672071,7.909869522047115,10.17429851368109,7.292918744162827,7.400263125164274,9.817058984376873,8.869873258503413,6.078757398566183,8.407001085409268,4.9826161183005295,3.3178318594292304,5.7992817185560455,5.04747198590603,3.754123249529691,7.417322318807175
2006-09-01,8.034418287048167,4.082691280637496,6.803569382361868,5.684432,5.4331517,7.3935018,5.964072056467851,5.900659950493104,7.4242105974211485,6.24060745623649,5.946509829100423,7.587620767872121,8.199525275915246,4.551010664803059,6.651443154622061,5.294777259905274,2.6635208998936712,4.860210633862831,5.065932423283149,2.919492577284538,6.393427042798592
2006-10-01,7.14652695870919,3.942683582422703,6.640689151927384,4.677311,3.895668,4.676381,4.06713849613778,3.5037169057370634,3.680442022198994,4.534660380044725,3.825413633597957,3.79718990089833,7.050614775909584,3.9554861524573384,5.071854128014281,4.6394347198489365,2.4031657117412943,3.612236571225598,4.452148492441424,2.591605744812552,5.101956396359407
2006-11-01,5.610064695614357,3.5613913340662586,5.295008655974715,3.1207454,2.2661107,2.0812433,2.613835068226186,1.528050882716655,1.234493992878906,3.0272069598849836,1.7990776248544402,1.356978865165733,5.655182143117927,3.1899106945144475,3.7772816929832174,3.5285430640185202,2.127634427028215,2.4168671684753114,3.376512059866772,2.1151222473357874,3.4223735290770945
2006-12-01,4.6227750229454445,2.2614016613403143,1.6610848134347675,1.9288687,1.1587385,0.6878036,1.7688387507924814,0.9430503632488091,0.7518584740755236,2.221310405151329,1.2116228791139156,0.9529239115429267,4.651164605810838,2.124579290429526,1.577199365816231,3.8941128960374565,1.9613130496848787,0.547989119697347,3.290133638110695,1.557129950087918,0.8272619898394018
2007-01-01,3.8758556907402424,1.761010348943199,1.1792156420883813,1.2209233,0.6145988,0.2709126,1.877397592114845,0.9683017762245286,0.6993022696208192,2.002797266719399,1.0086378636531363,0.798946847775853,3.7795547161888607,1.6783062783998381,1.154605061175846,3.2863127904932083,1.525241511607951,0.3330486114825994,2.7575008795630747,1.1838283252404407,0.5124087925791798
2007-02-01,3.8279424339889787,1.528883181870514,0.998787464564763,1.5114945,0.5836071,0.20141667,2.0780617348460737,1.1600920733186812,0.7043738821514747,2.2765337647515773,1.2967321428960932,0.7285568496674305,3.643323793829488,1.48683507475614,0.9942707270338128,3.800295704434501,1.3742215662213937,0.2879864425953121,2.941629357141683,0.9924778532637563,0.4320620671126129
2007-03-01,5.215507024300584,2.038614746815722,0.7392654116183633,1.9482746,0.9335598,0.324985,3.322075527234839,2.55981661573493,1.7315208249832736,3.5310283039248915,2.76683728389209,1.7987770456614787,5.184246982325741,2.0622216295364817,0.8023403025517463,5.015748750548864,1.8254464064531641,0.18988069338927002,3.9701400836429617,1.3570730997729468,0.21525245801403334
2007-04-01,6.954844382411507,3.210637085304315,1.1940460809122655,2.7796414,1.889748,1.4174252,5.8314016846754715,5.4108078427745365,4.272550678221832,5.811664685017069,5.317770333710673,3.460822812301054,7.1415334186186605,3.193159207833173,1.198611349872358,6.658903840936327,3.0780694843744225,0.3408993861210049,5.514867916349649,2.4117641764551663,0.40580112346824465
2007-05-01,7.005778128877862,4.475622168682357,5.268899265012925,4.466472,4.3411193,3.9211977,7.265083964349656,7.727075141835978,7.930534769210143,6.960642327618975,7.883484138197543,9.212008487339382,7.508085242611927,4.457966792723244,4.272478379633223,6.1154895374959235,3.6686732157177913,1.817389399804389,5.376593366613531,3.2274026798449857,2.41664257728799
2007-06-01,7.01690712042437,7.29847727425425,11.174578419162271,5.1672115,6.6218114,7.8001623,7.830279651709643,9.345524526644107,11.400585342670755,7.360459199732461,8.497082567640122,11.208165681164553,8.04741334532553,6.778830613738018,8.836607032407759,5.271271154043951,4.842181821977312,5.3873396626698415,5.2267422457924155,5.02536280129479,6.834141165477449
2007-07-01,7.985655418700478,7.008680299337791,10.499038886800838,6.176615,7.4294605,9.12683,7.878123081558453,9.540349223334324,12.18991014149974,7.503332127878168,8.788274889921144,11.388847660831464,8.859910367537713,6.898435942851863,9.176103367061977,6.523732206808783,4.810774825189758,6.074224045756116,6.010016167079122,5.044169548032581,7.652658802935136
2007-08-01,8.585507090452737,6.804112779438213,8.317304222336094,6.6666017,7.415429,9.315256,7.242397830429503,7.60058498014385,9.819895587895163,7.36311893990054,7.2567459475832115,8.98977136390157,8.880416753709987,6.590593116916326,7.795227227869933,6.241098352738773,5.247612876558361,5.41604295265218,5.751720932024214,5.231662502301722,6.835929188654514
2007-09-01,7.614145964009511,4.21164638397232,3.570059882015984,5.887065,5.4766517,7.203751,5.918753193788265,5.538091398047877,6.582122238111257,6.379380727700023,5.967617152233651,6.643991831601798,7.892403048625275,4.769032538283485,4.308483978143481,5.273176829402485,3.365942328654367,3.4331255951074096,4.987943376957157,3.5004774353153434,4.381329968989957
2007-10-01,7.273436489297299,4.10131253522059,2.1163190063487316,4.6036615,3.712446,4.2144103,4.166437160609355,3.588133852409532,3.75595137026012,4.980220142881086,4.256109685933168,4.122367012786041,7.228584148069553,4.189193625241768,1.945206883077571,5.393417822734607,3.033205905836087,2.2520302657226874,4.981708238658727,3.1158176496887866,2.8349092551731463
2007-11-01,5.924447788271061,3.6181364371164837,2.041043309248617,3.193138,2.1658883,1.8679307,2.630571959078357,1.7605048882533019,1.5593271235076407,3.1622961059269357,2.183642029533833,1.6827765402394124,5.74483970423087,3.175328707078557,1.4371569899907626,4.3598731890999245,2.106826258160138,1.4152969217492104,3.9368175981004727,2.2199941872817104,1.6689743851084426
